,feature_name
16953,rtl170.bpl:@System@Classes@TComponent@UpdateRegistry$qqrox20System@UnicodeStringt2
16954,rtl170.bpl:@System@Classes@TComponent@SafeCallException$qqrp14System@TObjectpv
16955,rtl170.bpl:@System@Classes@TComponent@ObserverAdded$qqrxix52System@%DelphiInterface$t24System@Classes@IObserver%
16956,rtl170.bpl:@System@Classes@TComponent@CanObserve$qqrxi
16957,rtl170.bpl:@System@Classes@TComponent@UpdateAction$qqrp27System@Classes@TBasicAction
16958,rtl170.bpl:@System@Classes@TComponent@GetObservers$qqrv
16959,rtl170.bpl:@System@Classes@TComponent@SetName$qqrx20System@UnicodeString
16960,rtl170.bpl:@System@Classes@TComponent@$bcctr$qqrv
16961,rtl170.bpl:@System@Classes@TComponent@ValidateRename$qqrp25System@Classes@TComponentx20System@UnicodeStringt2
16962,rtl170.bpl:@System@Classes@TComponent@WriteState$qqrp22System@Classes@TWriter
16963,rtl170.bpl:@System@Classes@TComponent@ReadState$qqrp22System@Classes@TReader
16964,rtl170.bpl:@System@Classes@TComponent@Loaded$qqrv
16965,rtl170.bpl:@System@Classes@TComponent@Notification$qqrp25System@Classes@TComponent25System@Classes@TOperation
16966,rtl170.bpl:@System@Classes@TComponent@BeforeDestruction$qqrv
16967,rtl170.bpl:@System@Classes@TThread@$bcdtr$qqrv
16968,rtl170.bpl:@System@Classes@TThread@$bcctr$qqrv
16969,rtl170.bpl:@System@Classes@TStringList@$bctr$qqrv
16970,rtl170.bpl:@System@Classes@TStrings@SetValue$qqrx20System@UnicodeStringt1
16971,rtl170.bpl:@System@Classes@TStrings@GetValue$qqrx20System@UnicodeString
16972,rtl170.bpl:@System@Classes@TStrings@GetName$qqri
16973,rtl170.bpl:@System@Classes@TPersistent@AssignTo$qqrp26System@Classes@TPersistent
16974,rtl170.bpl:@System@Classes@TPersistent@Assign$qqrp26System@Classes@TPersistent
16975,rtl170.bpl:@System@Classes@TBinaryWriter@$bcctr$qqrv
16976,rtl170.bpl:@$xp$26System@Classes@TDataModule
16977,rtl170.bpl:@System@Classes@TDataModule@
16978,rtl170.bpl:@$xp$26System@Classes@TStringList
16979,rtl170.bpl:@System@Classes@TStringList@
16980,rtl170.bpl:@System@Classes@EFCreateError@
16981,rtl170.bpl:@System@Classes@TComponent@$bcdtr$qqrv
16982,rtl170.bpl:@System@Classes@TObserverMapping@$bcctr$qqrv
16983,rtl170.bpl:@$xp$26System@Classes@TShiftState
16984,rtl170.bpl:@System@Actions@initialization$qqrv
16985,rtl170.bpl:@System@Actions@Finalization$qqrv
16986,rtl170.bpl:@System@Dateutils@TTimeZone@$bcdtr$qqrv
16987,rtl170.bpl:@System@Dateutils@TTimeZone@$bcctr$qqrv
16988,rtl170.bpl:@System@Dateutils@DayOfTheWeek$qqrx16System@TDateTime
16989,rtl170.bpl:@System@Dateutils@YearOf$qqrx16System@TDateTime
16990,rtl170.bpl:@System@Ioutils@initialization$qqrv
16991,rtl170.bpl:@System@Ioutils@Finalization$qqrv
16992,rtl170.bpl:@System@Ioutils@TPath@$bcctr$qqrv
16993,rtl170.bpl:@System@Ioutils@TPath@$bcdtr$qqrv
16994,rtl170.bpl:@System@Inifiles@TCustomIniFile@$bctr$qqrx20System@UnicodeString
16995,rtl170.bpl:@$xp$24System@Inifiles@TIniFile
16996,rtl170.bpl:@System@Inifiles@TIniFile@
16997,rtl170.bpl:@System@Win@Registry@TRegistry@KeyExists$qqrx20System@UnicodeString
16998,rtl170.bpl:@System@Win@Registry@TRegistry@SetRootKey$qqrp6HKEY__
16999,rtl170.bpl:@System@Win@Registry@TRegistry@$bcctr$qqrv
17000,rtl170.bpl:@System@Win@Registry@TRegistry@$bctr$qqrv
17001,rtl170.bpl:@System@Win@Registry@TRegistry@
17002,rtl170.bpl:@System@Win@Registry@TRegistry@$bcdtr$qqrv
17003,vcl170.bpl:@Vcl@Graphics@initialization$qqrv
17004,vcl170.bpl:@Vcl@Graphics@Finalization$qqrv
17005,vcl170.bpl:@Vcl@Graphics@TPicture@LoadFromFile$qqrx20System@UnicodeString
17006,vcl170.bpl:@Vcl@Graphics@TCanvas@SetHandle$qqrp5HDC__
17007,vcl170.bpl:@Vcl@Graphics@TCanvas@$bctr$qqrv
17008,vcl170.bpl:@Vcl@Graphics@TBrush@SetStyle$qqr24Vcl@Graphics@TBrushStyle
17009,vcl170.bpl:@Vcl@Graphics@TBrush@SetColor$qqr21System@Uitypes@TColor
17010,vcl170.bpl:@Vcl@Graphics@TFont@SetStyle$qqrx53System@%Set$t25System@Uitypes@TFontStyle$iuc$0$iuc$3%
17011,vcl170.bpl:@Vcl@Graphics@TFont@SetSize$qqrxi
17012,vcl170.bpl:@Vcl@Graphics@TFont@SetName$qqrx20System@UnicodeString
17013,vcl170.bpl:@Vcl@Graphics@TFont@SetColor$qqrx21System@Uitypes@TColor
17014,vcl170.bpl:@$xp$20Vcl@Graphics@TCanvas
17015,vcl170.bpl:@Vcl@Graphics@TCanvas@
17016,vcl170.bpl:@$xp$19Vcl@Graphics@TBrush
17017,vcl170.bpl:@$xp$18Vcl@Graphics@TFont
17018,rtl170.bpl:@Winapi@Uxtheme@initialization$qqrv
17019,rtl170.bpl:@Winapi@Uxtheme@Finalization$qqrv
17020,vcl170.bpl:@Vcl@Actnlist@initialization$qqrv
17021,vcl170.bpl:@Vcl@Actnlist@Finalization$qqrv
17022,vcl170.bpl:@$xp$20Vcl@Actnlist@TAction
17023,vcl170.bpl:@Vcl@Actnlist@TAction@
17024,vcl170.bpl:@$xp$24Vcl@Actnlist@TActionList
17025,vcl170.bpl:@Vcl@Actnlist@TActionList@
17026,vcl170.bpl:@Vcl@Graphutil@initialization$qqrv
17027,vcl170.bpl:@Vcl@Graphutil@Finalization$qqrv
17028,rtl170.bpl:@System@Win@Comobj@initialization$qqrv
17029,rtl170.bpl:@System@Win@Comobj@Finalization$qqrv
17030,rtl170.bpl:@System@Win@Comobj@TComServerObject@$bcctr$qqrv
17031,rtl170.bpl:@System@Win@Comobj@TComServerObject@$bcdtr$qqrv
17032,vcl170.bpl:@Vcl@Controls@initialization$qqrv
17033,vcl170.bpl:@Vcl@Controls@Finalization$qqrv
17034,vcl170.bpl:@Vcl@Controls@TCustomControl@PaintWindow$qqrp5HDC__
17035,vcl170.bpl:@Vcl@Controls@TWinControl@SetParent$qqrp24Vcl@Controls@TWinControl
17036,vcl170.bpl:@Vcl@Controls@TWinControl@UpdateControlOriginalParentSize$qqrp21Vcl@Controls@TControlr19System@Types@TPoint
17037,vcl170.bpl:@Vcl@Controls@TWinControl@UpdateTIPStatus$qqrv
17038,vcl170.bpl:@Vcl@Controls@TWinControl@DockReplaceDockClient$qqrp21Vcl@Controls@TControlp24Vcl@Controls@TWinControlt119Vcl@Controls@TAlignt1
17039,vcl170.bpl:@Vcl@Controls@TWinControl@SetParentBackground$qqro
17040,vcl170.bpl:@Vcl@Controls@TWinControl@CanAutoSize$qqrrit1
17041,vcl170.bpl:@Vcl@Controls@TWinControl@AssignTo$qqrp26System@Classes@TPersistent
17042,vcl170.bpl:@Vcl@Controls@TWinControl@UpdateStyleElements$qqrv
17043,vcl170.bpl:@Vcl@Controls@TWinControl@ConstrainedResize$qqrrit1t1t1
17044,vcl170.bpl:@Vcl@Controls@TWinControl@CanResize$qqrrit1
17045,vcl170.bpl:@Vcl@Controls@TWinControl@SetTabStop$qqro
17046,vcl170.bpl:@Vcl@Controls@TWinControl@GetClientRect$qqrv
17047,vcl170.bpl:@Vcl@Controls@TWinControl@GetClientOrigin$qqrv
17048,vcl170.bpl:@Vcl@Controls@TWinControl@GetControlExtents$qqrv
17049,vcl170.bpl:@Vcl@Controls@TWinControl@GetHandle$qqrv
17050,vcl170.bpl:@Vcl@Controls@TWinControl@SetFocus$qqrv
17051,vcl170.bpl:@Vcl@Controls@TWinControl@Repaint$qqrv
17052,vcl170.bpl:@Vcl@Controls@TWinControl@Update$qqrv
17053,vcl170.bpl:@Vcl@Controls@TWinControl@Invalidate$qqrv
17054,vcl170.bpl:@Vcl@Controls@TWinControl@GetDeviceContext$qqrrp6HWND__
17055,vcl170.bpl:@Vcl@Controls@TWinControl@ShowControl$qqrp21Vcl@Controls@TControl
17056,vcl170.bpl:@Vcl@Controls@TWinControl@SetBounds$qqriiii
17057,vcl170.bpl:@Vcl@Controls@TWinControl@RequestAlign$qqrv
17058,vcl170.bpl:@Vcl@Controls@TWinControl@DefaultHandler$qqrpv
17059,vcl170.bpl:@Vcl@Controls@TWinControl@WndProc$qqrr24Winapi@Messages@TMessage
17060,vcl170.bpl:@Vcl@Controls@TWinControl@SetParentDoubleBuffered$qqro
17061,vcl170.bpl:@Vcl@Controls@TWinControl@DestroyHandle$qqrv
17062,vcl170.bpl:@Vcl@Controls@TWinControl@CustomAlignPosition$qqrp21Vcl@Controls@TControlrit2t2t2r18System@Types@TRectrx23Vcl@Controls@TAlignInfo
17063,vcl170.bpl:@Vcl@Controls@TWinControl@CustomAlignInsertBefore$qqrp21Vcl@Controls@TControlt1
17064,vcl170.bpl:@Vcl@Controls@TWinControl@CreateHandle$qqrv
17065,vcl170.bpl:@Vcl@Controls@TWinControl@DestroyWindowHandle$qqrv
17066,vcl170.bpl:@Vcl@Controls@TWinControl@DestroyWnd$qqrv
17067,vcl170.bpl:@Vcl@Controls@TWinControl@DefineProperties$qqrp21System@Classes@TFiler
17068,vcl170.bpl:@Vcl@Controls@TWinControl@CreateWindowHandle$qqrrx26Vcl@Controls@TCreateParams
17069,vcl170.bpl:@Vcl@Controls@TWinControl@CreateWnd$qqrv
17070,vcl170.bpl:@Vcl@Controls@TWinControl@AlignControls$qqrp21Vcl@Controls@TControlr18System@Types@TRect
17071,vcl170.bpl:@Vcl@Controls@TWinControl@ReadState$qqrp22System@Classes@TReader
17072,vcl170.bpl:@Vcl@Controls@TControl@InitiateAction$qqrv
17073,vcl170.bpl:@Vcl@Controls@TControl@GetFloatingDockSiteClass$qqrv
17074,vcl170.bpl:@Vcl@Controls@TControl@GetFloating$qqrv
17075,vcl170.bpl:@Vcl@Controls@TControl@CreateTouchManager$qqrv
17076,vcl170.bpl:@Vcl@Controls@TControl@DoGetGestureOptions$qqrr60System@%Set$t32Vcl@Controls@TInteractiveGesture$iuc$0$iuc$4%r66System@%Set$t38Vcl@Controls@TInteractiveGestureOption$iuc$0$iuc$4%
17077,vcl170.bpl:@Vcl@Controls@TControl@DoGesture$qqrrx30Vcl@Controls@TGestureEventInforo
17078,vcl170.bpl:@Vcl@Controls@TControl@BringToFront$qqrv
17079,vcl170.bpl:@Vcl@Controls@TControl@SetParentBiDiMode$qqro
17080,vcl170.bpl:@Vcl@Controls@TControl@SetColor$qqr21System@Uitypes@TColor
17081,vcl170.bpl:@Vcl@Controls@TControl@SetBiDiMode$qqr24System@Classes@TBiDiMode
17082,vcl170.bpl:@Vcl@Controls@TControl@SetText$qqrx20System@UnicodeString
17083,vcl170.bpl:@Vcl@Controls@TControl@GetText$qqrv
17084,vcl170.bpl:@Vcl@Controls@TControl@SetEnabled$qqro
17085,vcl170.bpl:@Vcl@Controls@TControl@SetVisible$qqro
17086,vcl170.bpl:@Vcl@Controls@TControl@SetName$qqrx20System@UnicodeString
17087,vcl170.bpl:@Vcl@Controls@TControl@SetAutoSize$qqro
17088,vcl170.bpl:@Vcl@Controls@TControl@SetHeight$qqri
17089,vcl170.bpl:@Vcl@Controls@TControl@SetWidth$qqri
17090,vcl170.bpl:@Vcl@Controls@TControl@SetTop$qqri
17091,vcl170.bpl:@Vcl@Controls@TControl@SetLeft$qqri
17092,vcl170.bpl:@Vcl@Controls@TControl@SetDragMode$qqr24System@Uitypes@TDragMode
17093,vcl170.bpl:@Vcl@Controls@TControl@GetAction$qqrv
17094,vcl170.bpl:@Vcl@Controls@TControl@GetEnabled$qqrv
17095,vcl170.bpl:@Vcl@Controls@TControl@GetDragImages$qqrv
17096,vcl170.bpl:@$xp$23Vcl@Controls@TImageList
17097,vcl170.bpl:@Vcl@Controls@TImageList@
17098,vcl170.bpl:@Vcl@Stdctrls@TStaticText@$bcdtr$qqrv
17099,vcl170.bpl:@Vcl@Stdctrls@TStaticText@$bcctr$qqrv
17100,vcl170.bpl:@Vcl@Stdctrls@TListBox@$bcdtr$qqrv
17101,vcl170.bpl:@Vcl@Stdctrls@TListBox@$bcctr$qqrv
17102,vcl170.bpl:@Vcl@Stdctrls@TCheckBox@$bcdtr$qqrv
17103,vcl170.bpl:@Vcl@Stdctrls@TCheckBox@$bcctr$qqrv
17104,vcl170.bpl:@Vcl@Stdctrls@TButton@$bcdtr$qqrv
17105,vcl170.bpl:@Vcl@Stdctrls@TButton@$bcctr$qqrv
17106,vcl170.bpl:@Vcl@Stdctrls@TComboBox@$bcdtr$qqrv
17107,vcl170.bpl:@Vcl@Stdctrls@TComboBox@$bcctr$qqrv
17108,vcl170.bpl:@Vcl@Stdctrls@TMemo@$bcdtr$qqrv
17109,vcl170.bpl:@Vcl@Stdctrls@TMemo@$bcctr$qqrv
17110,vcl170.bpl:@Vcl@Stdctrls@TEdit@$bcdtr$qqrv
17111,vcl170.bpl:@Vcl@Stdctrls@TEdit@$bcctr$qqrv
17112,vcl170.bpl:@Vcl@Stdctrls@TGroupBox@$bcdtr$qqrv
17113,vcl170.bpl:@Vcl@Stdctrls@TGroupBox@$bcctr$qqrv
17114,vcl170.bpl:@Vcl@Stdctrls@TCustomStaticText@$bcdtr$qqrv
17115,vcl170.bpl:@Vcl@Stdctrls@TCustomStaticText@$bcctr$qqrv
17116,vcl170.bpl:@Vcl@Stdctrls@TScrollBar@$bcdtr$qqrv
17117,vcl170.bpl:@Vcl@Stdctrls@TScrollBar@$bcctr$qqrv
17118,vcl170.bpl:@Vcl@Stdctrls@TCustomListBox@GetSelected$qqri
17119,vcl170.bpl:@Vcl@Stdctrls@TCustomListBox@$bcdtr$qqrv
17120,vcl170.bpl:@Vcl@Stdctrls@TCustomListBox@$bcctr$qqrv
17121,vcl170.bpl:@Vcl@Stdctrls@TRadioButton@$bcdtr$qqrv
17122,vcl170.bpl:@Vcl@Stdctrls@TRadioButton@$bcctr$qqrv
17123,vcl170.bpl:@Vcl@Stdctrls@TCustomCheckBox@$bcdtr$qqrv
17124,vcl170.bpl:@Vcl@Stdctrls@TCustomCheckBox@$bcctr$qqrv
17125,vcl170.bpl:@Vcl@Stdctrls@TCustomButton@$bcdtr$qqrv
17126,vcl170.bpl:@Vcl@Stdctrls@TCustomButton@$bcctr$qqrv
17127,vcl170.bpl:@Vcl@Stdctrls@TCustomComboBox@$bcdtr$qqrv
17128,vcl170.bpl:@Vcl@Stdctrls@TCustomComboBox@$bcctr$qqrv
17129,vcl170.bpl:@Vcl@Stdctrls@TCustomMemo@$bcdtr$qqrv
17130,vcl170.bpl:@Vcl@Stdctrls@TCustomMemo@$bcctr$qqrv
17131,vcl170.bpl:@Vcl@Stdctrls@TCustomEdit@$bcdtr$qqrv
17132,vcl170.bpl:@Vcl@Stdctrls@TCustomEdit@$bcctr$qqrv
17133,vcl170.bpl:@Vcl@Stdctrls@TCustomGroupBox@$bcdtr$qqrv
17134,vcl170.bpl:@Vcl@Stdctrls@TCustomGroupBox@$bcctr$qqrv
17135,vcl170.bpl:@$xp$22Vcl@Stdctrls@TCheckBox
17136,vcl170.bpl:@Vcl@Stdctrls@TCheckBox@
17137,vcl170.bpl:@$xp$18Vcl@Stdctrls@TMemo
17138,vcl170.bpl:@Vcl@Stdctrls@TMemo@
17139,vcl170.bpl:@$xp$18Vcl@Stdctrls@TEdit
17140,vcl170.bpl:@Vcl@Stdctrls@TEdit@
17141,vcl170.bpl:@$xp$19Vcl@Stdctrls@TLabel
17142,vcl170.bpl:@Vcl@Stdctrls@TLabel@
17143,vcl170.bpl:@$xp$22Vcl@Stdctrls@TGroupBox
17144,vcl170.bpl:@Vcl@Stdctrls@TGroupBox@
17145,vcl170.bpl:@Vcl@Printers@initialization$qqrv
17146,vcl170.bpl:@Vcl@Printers@Finalization$qqrv
17147,vcl170.bpl:@Vcl@Printers@Printer$qqrv
17148,vcl170.bpl:@Vcl@Printers@TPrinter@GetPrinters$qqrv
17149,vcl170.bpl:@Vcl@Printers@TPrinter@GetPrinterIndex$qqrv
17150,vcl170.bpl:@Vcl@Printers@TPrinter@GetPrinter$qqrpbt1t1rui
17151,vcl170.bpl:@Vcl@Clipbrd@initialization$qqrv
17152,vcl170.bpl:@Vcl@Clipbrd@Finalization$qqrv
17153,vcl170.bpl:@$xp$22Vcl@Stdactns@TFileExit
17154,vcl170.bpl:@Vcl@Stdactns@TFileExit@
17155,vcl170.bpl:@$xp$28Vcl@Stdactns@TFilePrintSetup
17156,vcl170.bpl:@Vcl@Stdactns@TFilePrintSetup@
17157,vcl170.bpl:@$xp$27Vcl@Stdactns@TWindowArrange
17158,vcl170.bpl:@Vcl@Stdactns@TWindowArrange@
17159,vcl170.bpl:@$xp$31Vcl@Stdactns@TWindowMinimizeAll
17160,vcl170.bpl:@Vcl@Stdactns@TWindowMinimizeAll@
17161,vcl170.bpl:@$xp$32Vcl@Stdactns@TWindowTileVertical
17162,vcl170.bpl:@Vcl@Stdactns@TWindowTileVertical@
17163,vcl170.bpl:@$xp$34Vcl@Stdactns@TWindowTileHorizontal
17164,vcl170.bpl:@Vcl@Stdactns@TWindowTileHorizontal@
17165,vcl170.bpl:@$xp$27Vcl@Stdactns@TWindowCascade
17166,vcl170.bpl:@Vcl@Stdactns@TWindowCascade@
17167,vcl170.bpl:@$xp$25Vcl@Stdactns@TWindowClose
17168,vcl170.bpl:@Vcl@Stdactns@TWindowClose@
17169,vcl170.bpl:@Vcl@Comctrls@initialization$qqrv
17170,vcl170.bpl:@Vcl@Comctrls@Finalization$qqrv
17171,vcl170.bpl:@Vcl@Comctrls@THeaderControl@$bcdtr$qqrv
17172,vcl170.bpl:@Vcl@Comctrls@THeaderControl@$bcctr$qqrv
17173,vcl170.bpl:@Vcl@Comctrls@TStatusBar@$bcdtr$qqrv
17174,vcl170.bpl:@Vcl@Comctrls@TStatusBar@$bcctr$qqrv
17175,vcl170.bpl:@Vcl@Comctrls@TComboBoxEx@$bcdtr$qqrv
17176,vcl170.bpl:@Vcl@Comctrls@TComboBoxEx@$bcctr$qqrv
17177,vcl170.bpl:@Vcl@Comctrls@TCustomComboBoxEx@$bcdtr$qqrv
17178,vcl170.bpl:@Vcl@Comctrls@TCustomComboBoxEx@$bcctr$qqrv
17179,vcl170.bpl:@Vcl@Comctrls@TPageScroller@$bcdtr$qqrv
17180,vcl170.bpl:@Vcl@Comctrls@TPageScroller@$bcctr$qqrv
17181,vcl170.bpl:@Vcl@Comctrls@TDateTimePicker@$bcdtr$qqrv
17182,vcl170.bpl:@Vcl@Comctrls@TDateTimePicker@$bcctr$qqrv
17183,vcl170.bpl:@Vcl@Comctrls@TCoolBar@$bcdtr$qqrv
17184,vcl170.bpl:@Vcl@Comctrls@TCoolBar@$bcctr$qqrv
17185,vcl170.bpl:@Vcl@Comctrls@TToolBar@$bcdtr$qqrv
17186,vcl170.bpl:@Vcl@Comctrls@TToolBar@$bcctr$qqrv
17187,vcl170.bpl:@Vcl@Comctrls@TToolButton@SetDown$qqro
17188,vcl170.bpl:@Vcl@Comctrls@TListView@$bcdtr$qqrv
17189,vcl170.bpl:@Vcl@Comctrls@TListView@$bcctr$qqrv
17190,vcl170.bpl:@Vcl@Comctrls@TCustomListView@$bcdtr$qqrv
17191,vcl170.bpl:@Vcl@Comctrls@TCustomListView@$bcctr$qqrv
17192,vcl170.bpl:@Vcl@Comctrls@THotKey@$bcdtr$qqrv
17193,vcl170.bpl:@Vcl@Comctrls@THotKey@$bcctr$qqrv
17194,vcl170.bpl:@Vcl@Comctrls@TCustomHotKey@$bcdtr$qqrv
17195,vcl170.bpl:@Vcl@Comctrls@TCustomHotKey@$bcctr$qqrv
17196,vcl170.bpl:@Vcl@Comctrls@TUpDown@$bcdtr$qqrv
17197,vcl170.bpl:@Vcl@Comctrls@TUpDown@$bcctr$qqrv
17198,vcl170.bpl:@Vcl@Comctrls@TCustomUpDown@$bcdtr$qqrv
17199,vcl170.bpl:@Vcl@Comctrls@TCustomUpDown@$bcctr$qqrv
17200,vcl170.bpl:@Vcl@Comctrls@TRichEdit@$bcdtr$qqrv
17201,vcl170.bpl:@Vcl@Comctrls@TRichEdit@$bcctr$qqrv
17202,vcl170.bpl:@Vcl@Comctrls@TCustomRichEdit@$bcdtr$qqrv
17203,vcl170.bpl:@Vcl@Comctrls@TCustomRichEdit@$bcctr$qqrv
17204,vcl170.bpl:@Vcl@Comctrls@TProgressBar@SetPosition$qqri
17205,vcl170.bpl:@Vcl@Comctrls@TProgressBar@SetMax$qqri
17206,vcl170.bpl:@Vcl@Comctrls@TProgressBar@GetPosition$qqrv
17207,vcl170.bpl:@Vcl@Comctrls@TProgressBar@$bcdtr$qqrv
17208,vcl170.bpl:@Vcl@Comctrls@TProgressBar@$bcctr$qqrv
17209,vcl170.bpl:@Vcl@Comctrls@TTrackBar@$bcdtr$qqrv
17210,vcl170.bpl:@Vcl@Comctrls@TTrackBar@$bcctr$qqrv
17211,vcl170.bpl:@Vcl@Comctrls@TTreeView@$bcdtr$qqrv
17212,vcl170.bpl:@Vcl@Comctrls@TTreeView@$bcctr$qqrv
17213,vcl170.bpl:@Vcl@Comctrls@TCustomTreeView@$bcdtr$qqrv
17214,vcl170.bpl:@Vcl@Comctrls@TCustomTreeView@$bcctr$qqrv
17215,vcl170.bpl:@Vcl@Comctrls@TCustomHeaderControl@$bcdtr$qqrv
17216,vcl170.bpl:@Vcl@Comctrls@TCustomHeaderControl@$bcctr$qqrv
17217,vcl170.bpl:@Vcl@Comctrls@TCustomStatusBar@$bcdtr$qqrv
17218,vcl170.bpl:@Vcl@Comctrls@TCustomStatusBar@$bcctr$qqrv
17219,vcl170.bpl:@Vcl@Comctrls@TPageControl@SetActivePageIndex$qqrxi
17220,vcl170.bpl:@Vcl@Comctrls@TPageControl@GetActivePageIndex$qqrv
17221,vcl170.bpl:@Vcl@Comctrls@TTabControl@$bcdtr$qqrv
17222,vcl170.bpl:@Vcl@Comctrls@TTabControl@$bcctr$qqrv
17223,vcl170.bpl:@Vcl@Comctrls@TCustomTabControl@$bcdtr$qqrv
17224,vcl170.bpl:@Vcl@Comctrls@TCustomTabControl@$bcctr$qqrv
17225,vcl170.bpl:@$xp$21Vcl@Comctrls@TCoolBar
17226,vcl170.bpl:@Vcl@Comctrls@TCoolBar@
17227,vcl170.bpl:@$xp$21Vcl@Comctrls@TToolBar
17228,vcl170.bpl:@Vcl@Comctrls@TToolBar@
17229,vcl170.bpl:@$xp$24Vcl@Comctrls@TToolButton
17230,vcl170.bpl:@Vcl@Comctrls@TToolButton@
17231,vcl170.bpl:@$xp$22Vcl@Comctrls@TRichEdit
17232,vcl170.bpl:@Vcl@Comctrls@TRichEdit@
17233,vcl170.bpl:@$xp$25Vcl@Comctrls@TProgressBar
17234,vcl170.bpl:@Vcl@Comctrls@TProgressBar@
17235,vcl170.bpl:@$xp$25Vcl@Comctrls@TPageControl
17236,vcl170.bpl:@Vcl@Comctrls@TPageControl@
17237,vcl170.bpl:@$xp$22Vcl@Comctrls@TTabSheet
17238,vcl170.bpl:@Vcl@Comctrls@TTabSheet@
17239,rtl170.bpl:@System@Helpintfs@initialization$qqrv
17240,rtl170.bpl:@System@Helpintfs@Finalization$qqrv
17241,vcl170.bpl:@Vcl@Dialogs@initialization$qqrv
17242,vcl170.bpl:@Vcl@Dialogs@Finalization$qqrv
17243,vcl170.bpl:@Vcl@Dialogs@ShowMessage$qqrx20System@UnicodeString
17244,vcl170.bpl:@Vcl@Dialogs@MessageDlg$qqrx20System@UnicodeString26System@Uitypes@TMsgDlgType54System@%Set$t25System@Uitypes@TMsgDlgBtn$iuc$0$iuc$11%i
17245,vcl170.bpl:@Vcl@Dialogs@TCustomFileDialog@SetDefaultFolder$qqrx20System@UnicodeString
17246,vcl170.bpl:@Vcl@Dialogs@TOpenDialog@SetFileName$qqr20System@UnicodeString
17247,vcl170.bpl:@Vcl@Dialogs@TOpenDialog@GetFileName$qqrv
17248,vcl170.bpl:@Vcl@Dialogs@TOpenDialog@GetFiles$qqrv
17249,vcl170.bpl:@$xp$27Vcl@Dialogs@TFileOpenDialog
17250,vcl170.bpl:@Vcl@Dialogs@TFileOpenDialog@
17251,vcl170.bpl:@$xp$24Vcl@Dialogs@TPrintDialog
17252,vcl170.bpl:@Vcl@Dialogs@TPrintDialog@
17253,vcl170.bpl:@$xp$23Vcl@Dialogs@TSaveDialog
17254,vcl170.bpl:@Vcl@Dialogs@TSaveDialog@
17255,vcl170.bpl:@$xp$23Vcl@Dialogs@TOpenDialog
17256,vcl170.bpl:@Vcl@Dialogs@TOpenDialog@
17257,vcl170.bpl:@Vcl@Extctrls@initialization$qqrv
17258,vcl170.bpl:@Vcl@Extctrls@Finalization$qqrv
17259,vcl170.bpl:@Vcl@Extctrls@TLinkLabel@$bcdtr$qqrv
17260,vcl170.bpl:@Vcl@Extctrls@TLinkLabel@$bcctr$qqrv
17261,vcl170.bpl:@Vcl@Extctrls@TCustomLinkLabel@$bcdtr$qqrv
17262,vcl170.bpl:@Vcl@Extctrls@TCustomLinkLabel@$bcctr$qqrv
17263,vcl170.bpl:@Vcl@Extctrls@TCategoryPanelGroup@$bcdtr$qqrv
17264,vcl170.bpl:@Vcl@Extctrls@TCategoryPanelGroup@$bcctr$qqrv
17265,vcl170.bpl:@Vcl@Extctrls@TCustomCategoryPanelGroup@$bcdtr$qqrv
17266,vcl170.bpl:@Vcl@Extctrls@TCustomCategoryPanelGroup@$bcctr$qqrv
17267,vcl170.bpl:@Vcl@Extctrls@TCustomRadioGroup@SetItemIndex$qqri
17268,vcl170.bpl:@Vcl@Extctrls@TCustomPanel@SetParentBackground$qqro
17269,vcl170.bpl:@Vcl@Extctrls@TCustomPanel@CanAutoSize$qqrrit1
17270,vcl170.bpl:@Vcl@Extctrls@TCustomPanel@AdjustClientRect$qqrr18System@Types@TRect
17271,vcl170.bpl:@Vcl@Extctrls@TCustomPanel@UpdateStyleElements$qqrv
17272,vcl170.bpl:@$xp$24Vcl@Extctrls@TRadioGroup
17273,vcl170.bpl:@Vcl@Extctrls@TRadioGroup@
17274,vcl170.bpl:@$xp$19Vcl@Extctrls@TPanel
17275,vcl170.bpl:@Vcl@Extctrls@TPanel@
17276,vcl170.bpl:@$xp$19Vcl@Extctrls@TTimer
17277,vcl170.bpl:@Vcl@Extctrls@TTimer@
17278,vcl170.bpl:@$xp$19Vcl@Extctrls@TImage
17279,vcl170.bpl:@Vcl@Extctrls@TImage@
17280,vcl170.bpl:@Vcl@Themes@TCustomStyleEngine@$bcdtr$qqrv
17281,vcl170.bpl:@Vcl@Themes@TCustomStyleEngine@$bcctr$qqrv
17282,vcl170.bpl:@Vcl@Menus@initialization$qqrv
17283,vcl170.bpl:@Vcl@Menus@Finalization$qqrv
17284,vcl170.bpl:@Vcl@Menus@TMenuItem@Add$qqrp19Vcl@Menus@TMenuItem
17285,vcl170.bpl:@Vcl@Menus@TMenuItem@SetDefault$qqro
17286,vcl170.bpl:@Vcl@Menus@TMenuItem@SetVisible$qqro
17287,vcl170.bpl:@Vcl@Menus@TMenuItem@GetItem$qqri
17288,vcl170.bpl:@Vcl@Menus@TMenuItem@GetCount$qqrv
17289,vcl170.bpl:@Vcl@Menus@TMenuItem@SetEnabled$qqro
17290,vcl170.bpl:@Vcl@Menus@TMenuItem@SetCaption$qqrx20System@UnicodeString
17291,vcl170.bpl:@Vcl@Menus@TMenuItem@$bctr$qqrp25System@Classes@TComponent
17292,vcl170.bpl:@$xp$20Vcl@Menus@TPopupMenu
